Wordlist,IDF
frequency,17.9240802594841
function,17.8943286356908
localization,17.6589595885716
libraries,15.800121737143
plant,15.4128885942254
repeat,14.7653870565393
cellular,12.5677786010062
bp,12.5677786010062
tags,12.3044892137827
micrornas,12.3044892137827
gc3,12.3044892137827
mir159,12.3044892137827
targets,12.0824460342858
snp,11.5979342855485
diversity,11.5979342855485
markers,10.982094032448
predicted,10.982094032448
identification,10.7818971014487
ontology,9.84359137102619
ssr,9.84359137102619
ikegami,9.84359137102619
yonemori,9.84359137102619
prediction,9.29418925714293
genes,8.82155217391254
tentative,8.61314244964792
tc,8.61314244964792
mining,8.61314244964792
mfe,8.61314244964792
candidate,8.61314244964792
hortic,8.61314244964792
snps,8.43486129858074
poly,8.36477033142863
total,8.14135807790335
primer,7.53327666658611
identified,7.51564016523753
expressed,7.50407329883809
assembly,7.43535140571434
transversions,7.38269352826964
varshney,7.38269352826964
transversion,7.38269352826964
unigenes,7.38269352826964
yamada,7.38269352826964
325,7.38050363625815
go,7.38050363625815
nucleotide,6.86380877027998
binding,6.86380877027998
simple,6.7799489999275
species,6.68056903576669
biology,6.66007130164989
polymorphisms,6.50593248000005
transitions,6.32614597393555
reading,6.32614597393555
precursor,6.32614597393555
mfold,6.15224460689137
japanese,6.15224460689137
thunb,6.15224460689137
folding,6.15224460689137
rehmsmeier,6.15224460689137
hairpin,6.15224460689137
development,5.87986972293019
functional,5.84626808746481
protein,5.84549790629586
six,5.82756238894365
consensus,5.82756238894365
407,5.82756238894365
2006,5.78026322046026
sato,5.57651355428576
biosynthesis,5.57651355428576
gene,5.42796234156044
domain,5.27329366661028
transcription,5.27329366661028
comparative,5.27329366661028
orf,5.27178831161296
minimal,5.27178831161296
rna,5.19512766842637
per,5.02711144040249
genetics,4.99505347623742
indels,4.9217956855131
transcriptome,4.9217956855131
kitajima,4.9217956855131
tatarinova,4.9217956855131
proanthocyanidin,4.9217956855131
tv,4.9217956855131
guo,4.9217956855131
mirnas,4.9217956855131
aristata,2.10871532464519
asiatica,2.10871532464519
lycium,2.10871532464519
noncommercial,1.85883785142859
fourth,1.23044892137827
sentence,1.23044892137827
paragraph,1.23044892137827
india,1.15447281520586
attur,1.05435766232259
ayurveda,1.05435766232259
subramani,1.05435766232259
2venkatasubramanian,1.05435766232259
integrative,1.05435766232259
revitalization,1.05435766232259
1goraya,1.05435766232259
himachal,1.05435766232259
174402,1.05435766232259
berberis,1.05435766232259
gurinder,1.05435766232259
balasubramani,1.05435766232259
jarakabande,1.05435766232259
pharmacology,1.05435766232259
paranthaman,1.05435766232259
traditions,1.05435766232259
pharmaceutics,1.05435766232259
sundernagar,1.05435766232259
560106,1.05435766232259
erratum,1.05435766232259
berberine,1.05435766232259
pharmacognosy,1.05435766232259
kaval,1.05435766232259
yelahanka,1.05435766232259
andola,1.05435766232259
distinguish,1.05435766232259
frlht,1.05435766232259
roxb,1.05435766232259
mandi,1.05435766232259
royle,1.05435766232259
padma,1.05435766232259
57,0.98017246376806
medicine,0.929418925714293
bangalore,0.929418925714293
pradesh,0.929418925714293
service,0.929418925714293
forest,0.832508912706236
dc,0.832508912706236
read,0.832508912706236
online,0.832508912706236
post,0.832508912706236
indian,0.753327666658611
biotech3,0.710775315973148
biotech,0.686380877027998
health,0.686380877027998
markers,0.686380877027998
should,0.686380877027998
foundation,0.628388930050311
centre,0.628388930050311
singh,0.57723640760293
institute,0.57723640760293
local,0.57723640760293
second,0.531478917042255
content,0.49008623188403
25,0.460897842756548
development,0.45229767099463
discussion,0.417535564735418
city,0.355387657986574
followed,0.355387657986574
license,0.355387657986574
via,0.355387657986574
king,0.355387657986574
technology,0.355387657986574
abdulaziz,0.355387657986574
its,0.355387657986574
credited,0.355387657986574
2011,0.337283542800143
access,0.32735893438633
lines,0.32735893438633
science,0.276206411938949
open,0.276206411938949
higher,0.276206411938949
reported,0.230448921378274
can,0.209259622308336
while,0.209259622308336
doi,0.151267675330649
2010,0.151267675330649
found,0.133538908370218
section,0.133538908370218
that,0.116505569071437
have,0.116505569071437
has,0.100115152883268
version,0.0843208857000359
be,0.0543576623225927
11,0.0263289387223491
verlag,0
10,0
aim,0
hysterophorus,146.423421644015
parthenium,92.2836691033705
weed,75.0573842040747
manure,20.0327955841293
parthenin,15.9958359779176
dermatitis,14.7653870565393
weeds,13.534938135161
dhileepan,12.3044892137827
control,12.1219645596615
activated,11.0740402924045
maishi,11.0740402924045
gunaseelan,11.0740402924045
production,10.8559246831209
skin,10.5435766232259
lakshmi,9.84359137102619
adsorbent,9.84359137102619
srinivas,9.84359137102619
extract,9.79325966656195
its,9.59546676563749
crops,9.48921896090333
crop,9.29418925714293
biomass,9.1575980397686
removal,9.03993199990334
biogas,8.61314244964792
sesquiterpene,8.61314244964792
invasive,8.61314244964792
biocontrol,8.61314244964792
allelopathic,8.61314244964792
eradication,8.61314244964792
aqueous,8.16905609065405
singh,8.08130970644102
1998,7.97218375563383
soil,7.43535140571434
australia,7.43535140571434
livestock,7.38269352826964
eucalyptus,7.38269352826964
moth,7.38269352826964
camara,7.38269352826964
diarrhoea,7.38269352826964
carnea,7.38269352826964
lata,7.38269352826964
cattle,7.38269352826964
compost,7.38269352826964
green,6.92683689123516
reducing,6.50593248000005
plant,6.37774700450706
carbon,6.34960048363223
heavy,6.32614597393555
silver,6.32614597393555
beetle,6.15224460689137
allergic,6.15224460689137
kohli,6.15224460689137
ipomoea,6.15224460689137
dyes,6.15224460689137
remedy,6.15224460689137
allelochemicals,6.15224460689137
javaid,6.15224460689137
salvinia,6.15224460689137
burning,6.15224460689137
dwivedi,6.15224460689137
toxic,5.82756238894365
rao,5.82756238894365
india,5.7723640760293
anaerobic,5.57651355428576
germination,5.57651355428576
growth,5.39491233909624
potential,5.33081486979861
uses,5.27329366661028
digestion,5.27329366661028
pandey,5.27178831161296
das,5.27178831161296
rk,5.27178831161296
plants,5.19512766842637
extracts,4.99505347623742
adsorption,4.99505347623742
1987,4.99505347623742
effect,4.97527438094093
asteraceae,4.9217956855131
bicolorata,4.9217956855131
lactone,4.9217956855131
eczema,4.9217956855131
grain,4.9217956855131
grass,4.9217956855131
setosipennis,4.9217956855131
pasture,4.9217956855131
puccinia,4.9217956855131
allelopathy,4.9217956855131
venkataiah,4.9217956855131
productivity,4.9217956855131
ramos,4.9217956855131
epiblema,4.9217956855131
ur,4.9217956855131
weevil,4.9217956855131
inflammation,4.9217956855131
fever,4.9217956855131
strenuana,4.9217956855131
alien,4.9217956855131
listronotus,4.9217956855131
zygogramma,4.9217956855131
parashar,4.9217956855131
snps,70.6419633756137
nssnps,46.7570590123744
splicing,43.2286641552263
binding,32.2599012203159
lig1,30.7612230344568
sift,28.3003251917003
regulation,26.9531488457145
predicted,24.7097115730079
rs11666150,24.6089784275655
protein,22.964456060448
damaging,22.1415109087744
deleterious,20.0327955841293
polyphen,19.6871827420524
gene,19.6241715425647
stabilising,18.4567338206741
nssnp,18.4567338206741
transcription,17.3265363331481
ligase,16.8697225971615
snp,15.8153649348389
missense,15.8153649348389
server,15.800121737143
mutant,14.8707028114287
rs111507847,14.7653870565393
score,14.152651516006
influencing,13.534938135161
rs3731003,13.534938135161
intron,13.534938135161
human,13.1961675310565
dna,12.6643347878496
factor,12.354855786504
rs34087182,12.3044892137827
rs55950593,12.3044892137827
unfavourable,12.0824460342858
polymorphism,11.2999149998792
functional,11.1610572578874
dbsnp,11.0740402924045
cupsat,11.0740402924045
rs3730947,11.0740402924045
stability,10.982094032448
nucleotide,10.982094032448
promoter,10.8226158651811
identification,10.2918108695646
computational,10.2236081828572
nucleic,10.054222880805
fastsnp,9.84359137102619
coils,9.84359137102619
rs117019444,9.84359137102619
psic,9.84359137102619
nonsynonymous,9.84359137102619
repair,9.84359137102619
ae,9.48921896090333
polymorphisms,9.29418925714293
native,9.1575980397686
rs3730863,8.61314244964792
rmsd,8.61314244964792
henikoff,8.61314244964792
rs4987181,8.61314244964792
conservative,8.43486129858074
potentially,8.36477033142863
acids,8.14135807790335
energy,8.08130970644102
region,7.97218375563383
res,7.93317572997295
mutations,7.49258021435613
amino,7.44070483859157
turn,7.43535140571434
replication,7.38269352826964
rs113944619,7.38269352826964
servers,7.38269352826964
tomkinson,7.38269352826964
modifier,7.38269352826964
sethumadhavan,7.38269352826964
hum,7.38269352826964
mapper,7.38269352826964
exonic,7.38269352826964
mutation,7.38050363625815
id,6.86380877027998
change,6.7799489999275
coding,6.66007130164989
helix,6.66007130164989
others,6.66007130164989
tolerance,6.50593248000005
000,6.50593248000005
risk,6.50593248000005
present,6.35274747459583
scores,6.32614597393555
tool,6.17742789325198
levin,6.15224460689137
parthiban,6.15224460689137
pdb,6.15224460689137
thirteen,6.15224460689137
transfac,6.15224460689137
intolerant,6.15224460689137
enhancers,6.15224460689137
rs55686525,6.15224460689137
category,6.15224460689137
esefinder,6.15224460689137
mutat,6.15224460689137
jaspar,6.15224460689137
validated,5.57651355428576
chitinase,56.93531376542
sagu,28.3003251917003
cdna,26.6402852065996
inflorescence,21.0871532464519
meristem,18.4567338206741
plant,15.4128885942254
chitinases,14.7653870565393
pcr,11.2999149998792
leaf,10.2236081828572
tissues,9.99010695247484
chitin,9.84359137102619
tissue,7.53327666658611
primer,7.53327666658611
expressed,7.50407329883809
amino,7.44070483859157
endochitinase,7.38269352826964
sativa,7.38050363625815
bp,6.91227823055343
arabidopsis,6.50593248000005
palm,6.32614597393555
mschi1,6.15224460689137
sago,6.15224460689137
94,6.02662133326889
class,6.02662133326889
tobacco,5.27178831161296
oryza,5.27178831161296
1990,5.02711144040249
primers,5.02711144040249
expression,5.01042677682502
sequence,4.97527438094093
festuca,4.9217956855131
neale,4.9217956855131
hengel,4.9217956855131
passarinho,4.9217956855131
samac,4.9217956855131
arundinacea,4.9217956855131
metroxylon,4.9217956855131
roslan,4.9217956855131
detected,4.80466613919599
display,4.64709462857146
plants,4.61789126082344
rna,4.61789126082344
gene,4.5928912120896
2000,4.5229767099463
combination,4.51996599995167
amplification,4.51996599995167
72,4.41077608695627
amplified,4.39872251035218
1994,4.25183133633804
samples,4.25183133633804
isolation,4.25183133633804
arrow,4.21743064929037
deduced,4.21743064929037
thaliana,4.21743064929037
fermentas,4.21743064929037
malaysia,4.21743064929037
orf,4.21743064929037
agarose,4.16254456353118
planta,4.16254456353118
differential,4.16254456353118
73,4.04065485322051
proteins,4.04065485322051
leaves,3.76663833329306
domain,3.76663833329306
fragments,3.76663833329306
amplicons,3.71767570285717
vries,3.71767570285717
ananas,3.69134676413482
wemmer,3.69134676413482
differentially,3.69134676413482
sticklen,3.69134676413482
bishop,3.69134676413482
takakura,3.69134676413482
comosus,3.69134676413482
pathogen,3.69134676413482
sarawak,3.69134676413482
starch,3.69134676413482
saguchitinase,3.69134676413482
acids,3.61838136795704
biol,3.61838136795704
final,3.46341844561758
represents,3.43190438513999
generated,3.43190438513999
nucleotide,3.43190438513999
genes,3.43060362318821
cycles,3.33003565082495
seeds,3.33003565082495
dna,3.16608369696241
undertaken,3.16307298696778
carrot,3.16307298696778
regulated,3.16307298696778
ethylene,3.16307298696778
tan,3.16307298696778
cycling,3.16307298696778
blastn,3.16307298696778
dntps,3.16307298696778
defense,3.16307298696778
harikrishna,3.16307298696778
rice,3.14194465025156
alignment,3.14194465025156
wsa,29.5307741130786
somnifera,22.1480805848089
coli,19.2186645567839
enzyme,17.5388042623944
kinetic,13.7066496101937
recombinant,12.6522919478711
asparaginase,12.3044892137827
cdna,11.6551247778873
oza,11.0740402924045
kcat,11.0740402924045
activity,9.59546676563749
erwinia,9.48921896090333
pcr,8.28660433324472
ggc,7.38269352826964
withania,7.38269352826964
plant,6.90922592154932
leukemia,6.50593248000005
purified,6.37774700450706
wa,6.32614597393555
km,6.17742789325198
ph,6.16561410182427
lymphoblastic,6.15224460689137
prset,6.15224460689137
acute,6.15224460689137
chrysanthemi,6.15224460689137
bacterial,6.02662133326889
purification,5.87986972293019
cloning,5.49104701622399
plasmid,5.27329366661028
expression,5.01042677682502
protein,5.01042677682502
iptg,4.9217956855131
de3,4.9217956855131
duval,4.9217956855131
xholi,4.9217956855131
glutaminase,4.9217956855131
bl21,4.9217956855131
carotovora,4.9217956855131
labrou,4.9217956855131
carpenter,4.9217956855131
kotzia,4.9217956855131
ctt,4.9217956855131
cells,4.7833102533803
therapeutic,4.64709462857146
cloned,4.51996599995167
hindiii,4.21743064929037
tca,4.21743064929037
amplicon,4.16254456353118
reverse,4.11828526216799
buffer,4.11828526216799
primers,3.77033358030187
vector,3.71767570285717
digested,3.71767570285717
nickel,3.71767570285717
transform,3.71767570285717
sardar,3.69134676413482
hawkins,3.69134676413482
parmar,3.69134676413482
subramanian,3.69134676413482
37,3.61838136795704
plants,3.46341844561758
rna,3.46341844561758
enzymes,3.43060362318821
gene,3.34028451788335
patel,3.33003565082495
escherichia,3.33003565082495
optimum,3.33003565082495
biol,3.16608369696241
ampicillin,3.16307298696778
therapy,3.16307298696778
1972,3.16307298696778
fusion,3.16307298696778
transcriptase,3.16307298696778
howard,3.01331066663445
1989,2.94051739130418
taq,2.78825677714288
gilbert,2.78825677714288
lb,2.78825677714288
potassium,2.78825677714288
submitted,2.78825677714288
65,2.51355572020125
amplified,2.51355572020125
toxicity,2.49752673811871
phosphate,2.49752673811871
reagent,2.49752673811871
seeds,2.49752673811871
column,2.49752673811871
sodek,2.46089784275655
dtt,2.46089784275655
grafit,2.46089784275655
1973,2.46089784275655
sieciechowicz,2.46089784275655
overexpression,2.46089784275655
wriston,2.46089784275655
kozak,2.46089784275655
vidyanagar,2.46089784275655
neb,2.46089784275655
gujarat,2.46089784275655
tri,2.46089784275655
ne,2.46089784275655
xylanase,126.400973897144
bajaj,46.7570590123744
production,30.4800962256855
enzyme,30.2942982714085
ma28,29.5307741130786
activity,29.4971756128856
fumigatus,28.3003251917003
xylan,27.8825677714288
ph,26.9745616954812
xylanases,24.2502262334196
sudan,19.6871827420524
bran,18.4567338206741
niveus,17.2262848992958
nair,15.9958359779176
aspergillus,14.8707028114287
sydowii,13.534938135161
sbs,13.534938135161
wheat,13.0118649600001
ammonium,12.0824460342858
nitrogen,11.9393896709559
fungal,11.668474909476
maximum,11.668474909476
fermentation,11.6551247778873
penicillium,11.5979342855485
rs2,11.0740402924045
showed,10.3062420816106
assayed,9.99010695247484
meal,9.84359137102619
residual,9.48921896090333
naidu,9.48921896090333
murthy,9.48921896090333
sulphate,9.48921896090333
assay,9.42583395075467
stability,8.92295140136398
sources,8.79744502070436
singh,8.65854611404395
biotechnol,8.65854611404395
vmax,8.43486129858074
agar,8.32508912706236
sharma,8.28660433324472
buffer,8.23657052433598
effect,8.14135807790335
substrate,8.08130970644102
sp,8.08130970644102
pulp,7.43535140571434
precipitation,7.43535140571434
pda,7.38269352826964
bakri,7.38269352826964
antoine,7.38269352826964
xylanolytic,7.38269352826964
shaking,7.38269352826964
alkalitolerant,7.38050363625815
rpm,7.38050363625815
cellulose,7.38050363625815
substantial,7.38050363625815
carbon,6.92683689123516
purified,6.90922592154932
substrates,6.86380877027998
chromatography,6.86380877027998
soybean,6.50593248000005
isolates,6.50593248000005
purification,6.33216739392482
straw,6.32614597393555
gel,6.28388930050312
rice,6.28388930050312
newly,6.15224460689137
carboxymethyl,6.15224460689137
cmcase,6.15224460689137
fpase,6.15224460689137
jammu,6.15224460689137
maalej,6.15224460689137
tris,6.15224460689137
husk,6.15224460689137
180,6.02662133326889
gupta,5.82756238894365
optimum,5.82756238894365
2010,5.74817166256467
initial,5.6555003704528
organism,5.57651355428576
bk,5.57651355428576
reducing,5.57651355428576
appropriate,5.57651355428576
km,5.49104701622399
its,5.33081486979861
60,5.31478917042255
30,5.3003251917003
microbiol,5.27329366661028
alkaline,5.27329366661028
buffers,5.27178831161296
various,5.23774295018129
different,5.06987627032203
protein,5.01042677682502
temperatures,4.99505347623742
fungi,4.99505347623742
isolate,4.99505347623742
thermostable,4.9217956855131
f7,4.9217956855131
shuvaeva,4.9217956855131
sysoeva,4.9217956855131
solani,4.9217956855131
sbp,83.6705266537226
lime,49.217956855131
pretreatment,48.5004524668393
arfa,45.5266100909961
mana,36.9134676413482
xyna,33.2221208772134
synergy,28.3003251917003
trs,24.6089784275655
beet,23.3785295061872
cellulovorans,19.6871827420524
sugar,18.5883785142859
hydrolysis,18.3151960795372
enzyme,17.5388042623944
loading,15.8153649348389
pulp,13.9412838857144
activity,13.1493433455032
reducing,13.0118649600001
mannan,12.3044892137827
hemicellulases,12.3044892137827
synergistic,12.3044892137827
hemicellulose,12.3044892137827
enzymatic,12.0824460342858
sugars,11.1530271085715
kosugi,11.0740402924045
degradation,10.054222880805
beukes,9.84359137102619
arabinan,9.84359137102619
pretreated,9.84359137102619
enzymes,9.31163840579657
time,9.03514158971834
substrate,8.65854611404395
hemicellulase,8.61314244964792
lignin,8.61314244964792
optimal,8.32508912706236
substrates,7.55018964730798
xylan,7.43535140571434
lignocellulose,7.38269352826964
fibres,7.38050363625815
highest,6.92683689123516
conditions,6.68056903576669
protein,6.68056903576669
combinations,6.32614597393555
bagasse,6.32614597393555
clostridium,6.32614597393555
technol,6.28388930050312
sem,6.15224460689137
mannanase,6.15224460689137
curvature,6.15224460689137
effect,5.87986972293019
concentration,5.84626808746481
displayed,5.82756238894365
design,5.82756238894365
biomass,5.82756238894365
assays,5.57651355428576
04,5.31478917042255
axes,5.27178831161296
rh,5.27178831161296
cellulose,5.27178831161296
biofuel,5.27178831161296
sugarcane,5.27178831161296
degree,4.99505347623742
36,4.97527438094093
rhodes,4.9217956855131
dns,4.9217956855131
factorial,4.9217956855131
pletschke,4.9217956855131
foster,4.9217956855131
wyman,4.9217956855131
utilised,4.9217956855131
micard,4.9217956855131
would,4.80466613919599
activities,4.7833102533803
sum,4.64709462857146
combination,4.51996599995167
therefore,4.41077608695627
low,4.26465189583889
run,4.21743064929037
cellulases,4.21743064929037
bioresour,4.16254456353118
1a,4.16254456353118
indicating,4.11828526216799
total,4.07067903895167
temperature,3.87262834273631
that,3.84468377935743
70,3.72035241929579
triplicate,3.71767570285717
ratios,3.71767570285717
arabinases,3.69134676413482
enzym,3.69134676413482
cherry,3.69134676413482
2002a,3.69134676413482
2002b,3.69134676413482
hendricks,3.69134676413482
bi,3.69134676413482
arabinofuranosidase,3.69134676413482
zeeman,3.69134676413482
bradford,3.69134676413482
merino,3.69134676413482
holtzapple,3.69134676413482
tamaru,3.69134676413482
hydroxyapatite,285.46414975976
drug,99.2854509479492
ciprofloxacin,62.752894990292
delivery,48.5004524668393
release,43.2419952527639
zinc,42.5556143757359
loading,32.6850875320004
nanoparticles,30.5763722073552
controlled,28.3003251917003
mater,25.8394273489438
concentration,25.5109880180282
bone,22.1415109087744
xrd,20.9176316634307
aureus,19.6871827420524
zn,17.9240802594841
pure,17.3265363331481
increases,16.7295406628573
antibacterial,15.9958359779176
tem,13.534938135161
antimicrobial,13.0118649600001
loaded,13.0118649600001
staphylococcus,12.6522919478711
percentage,12.5677786010062
carrier,12.3044892137827
aeruginosa,12.3044892137827
pseudomonas,11.5979342855485
samples,10.6295783408451
incorporation,9.99010695247484
phosphate,9.99010695247484
edx,9.84359137102619
zone,9.48921896090333
increase,9.04595341989261
time,9.03514158971834
amount,8.65854611404395
biomaterials,8.61314244964792
crystallinity,8.61314244964792
calcium,8.43486129858074
crystalline,8.43486129858074
inhibition,8.28660433324472
activity,7.81852847570462
released,7.55018964730798
vitro,7.53327666658611
drugs,7.53327666658611
optimized,7.43535140571434
spectrum,7.38050363625815
analyzed,6.86380877027998
carbonate,6.66007130164989
raman,6.50593248000005
particles,6.50593248000005
ratios,6.50593248000005
given,6.37112101449239
nm,6.34960048363223
antibiotics,6.32614597393555
stoichiometry,6.32614597393555
211,6.32614597393555
lattice,6.32614597393555
90,6.28388930050312
cpx,6.15224460689137
methacrylate,6.15224460689137
vibrations,6.15224460689137
doped,6.15224460689137
ftir,6.15224460689137
it,6.06852904694174
stirring,6.02662133326889
ca,5.89246081895395
surface,5.82756238894365
pattern,5.6555003704528
peak,5.57651355428576
infections,5.57651355428576
becomes,5.57651355428576
constant,5.49104701622399
2006,5.39491233909624
ratio,5.39094855072433
wt,5.27178831161296
antibiotic,5.27178831161296
murugan,5.27178831161296
groups,5.23774295018129
peaks,4.9217956855131
xrf,4.9217956855131
spectroscopy,4.9217956855131
stretching,4.9217956855131
osteomyelitis,4.9217956855131
chouhan,4.9217956855131
slosarczyk,4.9217956855131
jong,4.9217956855131
borm,4.9217956855131
eng,4.9217956855131
osteoblastic,4.9217956855131
infected,4.9217956855131
implants,4.9217956855131
hap,4.9217956855131
mechanism,4.80466613919599
diffraction,4.7833102533803
blood,4.64709462857146
like,4.61789126082344
rate,4.51996599995167
both,4.51544993495972
soil,123.612717120001
microbial,113.25284470962
hydrocarbons,88.5660436350978
community,82.4400777323443
hydrocarbon,72.5964863613182
bioremediation,70.6419633756137
diversity,68.5332480509685
alkane,65.2137928330485
oil,58.440170494679
hydroxylases,56.6006503834006
microbiol,54.23959199942
crude,49.7196259994683
bacteria,40.8452804532702
biodegradation,36.9134676413482
petroleum,35.6830187199699
dioxygenases,35.6830187199699
atlas,34.4525697985917
environ,33.3003565082495
philp,33.2221208772134
bacterial,33.1464173329789
alkanes,31.9916719558351
plfa,31.9916719558351
contaminated,31.9916719558351
fatty,31.6307298696778
16s,30.5763722073552
soils,29.5307741130786
communities,28.8119866971431
genes,26.9547427536217
degradation,25.1355572020125
rosenberg,24.6089784275655
elsas,24.6089784275655
microbiology,24.2502262334196
chikere,23.3785295061872
microorganisms,21.9641880648959
colwell,20.9176316634307
okpokwasili,20.9176316634307
dioxygenase,19.6871827420524
hamamura,19.6871827420524
maila,19.6871827420524
monitoring,18.4567338206741
hamme,18.4567338206741
leahy,18.4567338206741
2006,18.1114914241088
phenanthrene,17.2262848992958
2005,17.1247975402148
populations,16.8697225971615
odokuma,15.9958359779176
environmental,15.0813343212075
population,14.9851604287123
catechol,14.7653870565393
ron,14.7653870565393
metagenomic,14.7653870565393
during,14.1962092010042
organisms,13.9412838857144
carbon,13.8536737824703
2003,13.8269352826964
aromatic,13.8184518430986
contamination,13.7066496101937
van,13.5689301298389
macnaughton,13.534938135161
degraders,13.534938135161
bartha,13.534938135161
rrna,13.041236663532
co2,13.0118649600001
techniques,12.8065703331964
smalla,12.3044892137827
hub,12.3044892137827
margesin,12.3044892137827
gas,12.0824460342858
can,11.7185388492668
metabolic,11.5979342855485
aliphatic,11.5979342855485
marine,11.5979342855485
degrade,11.5979342855485
degrading,11.5979342855485
naphthalene,11.0740402924045
toluene,11.0740402924045
microbiological,11.0740402924045
polluted,11.0740402924045
spill,11.0740402924045
diesel,11.0740402924045
dgge,11.0740402924045
stroud,11.0740402924045
magot,11.0740402924045
dynamics,10.8226158651811
1990,10.6826118108553
changes,10.6826118108553
1998,10.6295783408451
profiles,10.5465873332206
contaminants,10.2236081828572
ecol,10.2236081828572
2004,10.2196372417411
dc,9.99010695247484
degradative,9.84359137102619
mpn,9.84359137102619
quatrini,9.84359137102619
harcourt,9.84359137102619
port,9.84359137102619
fate,9.84359137102619
enumeration,9.84359137102619
dsm,52.9093036192658
nov,51.6788546978875
strain,47.4596429994925
desulfotomaculum,45.5266100909961
sulfate,35.6830187199699
putei,20.9176316634307
dma,20.9176316634307
hydrothermale,19.6871827420524
anaerobic,18.5883785142859
thermophilic,17.6589595885716
glycerol,17.2262848992958
subcluster,17.2262848992958
microbiol,15.8198809998308
gen,15.800121737143
syst,14.8707028114287
bore,14.7653870565393
sp,13.8536737824703
fatty,13.7066496101937
pyruvate,13.7066496101937
basin,13.534938135161
patel,13.3201426032998
electron,13.1961675310565
16s,12.6522919478711
growth,12.3312282036485
artesian,12.3044892137827
varum,12.3044892137827
gab,12.3044892137827
12395t,11.0740402924045
ogg,11.0740402924045
18033t,11.0740402924045
bacterium,10.2236081828572
phylogenetic,10.2236081828572
lactate,9.84359137102619
formate,9.84359137102619
fructose,9.84359137102619
ia,9.48921896090333
nacl,9.29418925714293
transgenic,109.509954002666
plants,81.9675698796161
methomyl,77.5182820468313
male,71.3660374399399
urf13,51.6788546978875
sterility,49.217956855131
tobacco,47.4460948045167
anthers,41.8352633268613
p500,40.604814405483
gene,35.908058567246
maize,33.3003565082495
p755,33.2221208772134
mitochondrial,33.2221208772134
carrying,31.6307298696778
construct,26.3664683330514
promoter,21.6452317303621
pcat121,20.9176316634307
ta29,20.9176316634307
pollen,20.4472163657144
constructs,18.9784379218067
levings,18.4567338206741
plant,18.0702831794367
gus,15.9958359779176
cytoplasmic,15.9958359779176
tapetum,15.9958359779176
rrn26,15.9958359779176
sensitivity,14.9851604287123
anther,14.7610072725163
southern,14.7610072725163
pcr,14.3132256665136
untransformed,13.534938135161
expression,12.5260669420626
fertile,12.0824460342858
death,11.6551247778873
protein,11.2734602478563
chaumont,11.0740402924045
sterile,10.982094032448
1990,10.054222880805
pgus,9.84359137102619
mitochondria,9.84359137102619
csiii,9.84359137102619
saci,9.84359137102619
sridhar,9.48921896090333
