Wordlist,IDF
57,1.5913630809181
credited,1.54594904954455
distinguish,1.45531951011082
fourth,1.41141968286117
pharmacology,1.35864495088023
city,1.33237143160311
indian,1.2905557224953
king,1.25985487224387
2011,1.25383114907184
post,1.24582629148207
service,1.24365209679394
singh,1.22803214006134
markers,1.19159686256467
online,1.17124047507199
dc,1.14267667063783
read,1.11912019345371
content,0.946890162799085
local,0.894108205500693
centre,0.808562576934576
medicine,0.677511672495516
health,0.673214109663137
25,0.643890119374926
followed,0.624709980187003
foundation,0.620041496490092
access,0.618710686479332
second,0.617426677023566
should,0.616061238345153
development,0.570444360283343
technology,0.565941881995592
open,0.563783563287887
license,0.522796250364731
higher,0.511432408264688
discussion,0.508263213744049
institute,0.492402474611211
via,0.48214157642782
while,0.427842832449791
lines,0.418173843271543
can,0.326623478234585
science,0.311446131715737
found,0.293910925295625
its,0.293525579803411
2010,0.249053228365083
reported,0.248394956951594
has,0.19211017515383
doi,0.190700022840899
that,0.178319382784507
section,0.14566626585068
original,0.133340299559141
b,0.13333407879129
version,0.125792102898085
have,0.114410775584444
source,0.108426111318414
attribution,0.0810332509092182
reproduction,0.0790740057126846
permits,0.0623986605613817
any,0.0619958986470984
distributed,0.0585816525267061
medium,0.0583810627851222
hysterophorus,442.836589792102
parthenium,249.25319039504
weed,161.727958853887
parthenin,53.9146999674163
manure,51.8087967498406
dhileepan,43.2337587193386
maishi,36.2011128864289
gunaseelan,30.1108703998051
weeds,29.4251744704822
dermatitis,27.4553536049918
allelopathic,26.4551547930851
carnea,25.9402552316032
adsorbent,24.2667300845707
production,23.3290575397712
biogas,23.1153060100475
biomass,22.7226702677114
allelochemicals,21.6168793596693
lakshmi,21.2473833523513
salvinia,20.7364230643909
crop,20.6810336683056
srinivas,20.0570765755366
biocontrol,19.8240992466971
crops,19.6798977429971
moth,19.2565951177621
compost,17.6589877813335
lata,17.605258725416
eucalyptus,17.4504151437783
camara,17.4007799879823
zygogramma,17.2935034877354
bicolorata,17.2935034877354
allelopathy,17.2935034877354
listronotus,17.2935034877354
strenuana,17.2935034877354
setosipennis,17.2935034877354
epiblema,17.2935034877354
singh,17.1924499608587
sesquiterpene,17.0780010574617
ipomoea,16.9697847310978
extract,16.7432997387411
javaid,16.4099159338782
plant,16.3520078429437
venkataiah,16.0893835050795
puccinia,16.0893835050795
beetle,15.5962794463897
soil,15.294049327765
eradication,15.2407348537894
germination,15.2070045369507
weevil,14.8852635224236
npk,14.6806534326341
diarrhoea,14.0330913515404
kohli,13.9277838843029
pollen,13.7758707393343
dwivedi,13.6615563245368
livestock,13.3483928767008
plants,13.3466048477764
removal,13.2360748737896
carmenta,12.9701276158016
ithacae,12.9701276158016
strathie,12.9701276158016
aqueous,12.6092269430101
control,12.5931535367945
australia,12.540008130091
alien,12.5321766950543
skin,12.4618971784796
burning,12.300265059067
anaerobic,12.1933746612119
remedy,12.1287439032171
digestion,11.8972691025995
menacing,11.7763075897855
kishor,11.7763075897855
haz,11.7763075897855
parashar,11.7017434530473
asteraceae,11.6336100958522
cattle,11.4755918313399
swc,11.3379234827508
sorghum,11.0682934846663
eczema,11.0206965914675
lantana,11.0104900744756
xylanase,10.9292450596294
adsorption,10.7899863893821
land,10.7655707826945
ajmal,10.7490395473189
akter,10.531387545873
india,10.4991159931252
kumar,10.423183912277
ur,10.3479174786289
activated,10.3464634391749
carbon,10.3262905183055
growth,10.1833747615247
invasive,10.1831200347733
blisters,10.1074000874836
allergic,10.0581100543905
maize,9.9634678369105
biodiversity,9.93810712478642
pandey,9.90970673677861
railway,9.90655971859177
vapours,9.84594956032691
zuberi,9.78803409474075
green,9.68764156009103
toxic,9.64879974465269
snps,151.981460697116
nssnps,136.154500932705
lig1,98.1358965815456
rs11666150,86.4675174386772
splicing,83.0502297942238
sift,70.2926953012095
polyphen,54.3033111395131
nssnp,53.1783693232533
rs111507847,51.8805104632063
rs3731003,47.5571345912725
stabilising,46.788838339169
predicted,43.9292382619733
rs55950593,43.2337587193386
rs34087182,43.2337587193386
damaging,42.985195422973
binding,42.8090725018113
gene,42.4568655926321
protein,41.3064922153786
rs3730947,38.9103828474047
cupsat,38.9103828474047
deleterious,36.8176223683754
rs117019444,34.5870069754709
ligase,34.1511582107681
fastsnp,33.1782769030254
missense,32.4978595629578
snp,32.2310201891012
server,31.2160374397635
psic,30.7700369377136
unfavourable,30.6440438095328
rs4987181,30.263631103537
rs3730863,30.263631103537
regulation,29.9992317218919
transcription,29.045938615557
dna,27.9659740128422
dbsnp,26.4884816720003
polymorphism,26.0013940591223
rs113944619,25.9402552316032
intron,25.0801495330401
nucleotide,24.2914395253508
nonsynonymous,23.76954683058
mutant,22.5912305049211
henikoff,21.8347912249456
rs55686525,21.6168793596693
nucleic,21.5414165873469
sethumadhavan,21.2713477293013
mapper,21.2713477293013
coils,20.6641054595169
tomkinson,20.3637416773174
promoter,20.2841916112452
esefinder,19.6271793163091
jaspar,19.231273086071
identification,18.91650667373
polymorphisms,18.6700983880482
score,18.4591462744468
transfac,17.552312576455
exonic,17.4504151437783
tfbs,17.391389159598
rs12981963,17.2935034877354
rs11879148,17.2935034877354
rs3730933,17.2935034877354
rs4987070,17.2935034877354
dbsmr,17.2935034877354
rsnp,17.2935034877354
1x9n,17.2935034877354
influencing,17.2635100667557
acids,16.8573661694845
servers,16.2319666513306
computational,16.1966581935441
destabilising,16.0893835050795
functional,15.5687565089734
native,15.0392818560435
modifier,14.8327051392887
stability,14.6557594794101
id,14.5502537228589
ramensky,14.4976234703914
helix,14.4231387135446
intolerant,14.3426550596268
sandelin,14.3320527297585
energy,14.0002887664861
human,13.7284061230706
amino,13.4617508806627
parthiban,13.3508167907926
conservative,13.2028397184397
rs11668325,12.9701276158016
rs74747924,12.9701276158016
t614i,12.9701276158016
rs79501686,12.9701276158016
r641l,12.9701276158016
v349m,12.9701276158016
rs75696040,12.9701276158016
rs111846131,12.9701276158016
rs3731008,12.9701276158016
rs3730966,12.9701276158016
rs41555118,12.9701276158016
q892h,12.9701276158016
rs4987068,12.9701276158016
rs74929288,12.9701276158016
ssnp,12.9701276158016
rs112555243,12.9701276158016
l355f,12.9701276158016
chitinase,157.053736294004
sagu,92.5139551542072
inflorescence,66.0437314572785
meristem,53.1783693232533
cdna,48.8798673468732
chitinases,40.1478271997402
plant,39.5173522871138
endochitinase,23.0775277032852
leaf,22.9524544977703
chitin,21.6426222017741
mschi1,21.6168793596693
pcr,18.8278501528155
sativa,17.999291968801
sago,17.7261231077511
samac,17.2935034877354
passarinho,17.2935034877354
arabidopsis,16.8484534636876
metroxylon,16.5891384515127
roslan,15.7017434530473
hengel,15.3850184688568
arundinacea,15.1172313103343
primer,14.9278720324872
festuca,14.4976234703914
oryza,14.3048893701745
bp,13.6881318159301
palm,13.5874223115477
amino,13.4617508806627
saguchitinase,12.9701276158016
tissues,12.5505751478742
sticklen,12.0670376288096
plants,11.863648753579
primers,11.3148401417816
ananas,11.1639476418177
expressed,11.0239386242765
comosus,11.0104900744756
neale,10.8636833948768
sequence,10.7742267565268
harikrishna,10.531387545873
amplified,10.3960965501836
planta,10.3344933284609
orf,10.3320527297585
wemmer,10.2608576548258
thaliana,10.2548321089769
rna,10.0758386704629
gene,9.93671322380752
amplicons,9.69203497310956
isolation,9.52380881591503
carrot,9.44185383863454
fermentas,9.24215458891475
aestivum,9.06703762880964
triticum,9.03486603263432
sarawak,8.94285957333496
tobacco,8.85962936980493
amplification,8.82720580508135
rice,8.71510605413635
takakura,8.6521295343108
stylar,8.64675174386772
egertsdotter,8.64675174386772
ponath,8.64675174386772
halepensis,8.64675174386772
msap22,8.64675174386772
msap21,8.64675174386772
msap33,8.64675174386772
leaves,8.63389388153701
blastn,8.60559303577605
agarose,8.45712522837322
vries,8.42883987859147
hadjiivanova,8.29456922575636
seegene,8.29456922575636
odjakova,8.29456922575636
vasanthaiah,8.29456922575636
bromus,8.29456922575636
khasiana,8.29456922575636
tissue,8.20130100468749
oldhamii,8.04469175253976
linthorst,8.04469175253976
leucocephala,8.04469175253976
deduced,7.95568848313172
leucaena,7.85087172652365
petroselinum,7.85087172652365
meins,7.85087172652365
crispum,7.85087172652365
unshiu,7.85087172652365
nepenthes,7.85087172652365
seeds,7.72623579328245
bambusa,7.6925092344284
memelink,7.6925092344284
bellemare,7.6925092344284
cereale,7.6925092344284
gasic,7.6925092344284
inermis,7.6925092344284
class,7.61181741724096
nucleotide,7.59107485167214
94,7.57147291829682
secale,7.55861565516717
paradisiaca,7.55861565516717
ananassa,7.55861565516717
acids,7.4921627419931
genes,7.45904139946582
yeboah,7.4426317612118
wsa,90.7033878620061
somnifera,59.0756973619615
coli,39.3938138547502
enzyme,35.4196260795981
asparaginase,34.2028588494192
oza,31.0348314768795
erwinia,27.4016004388293
kcat,24.7965673308018
cdna,21.384941964257
prset,20.7364230643909
kinetic,20.2695966140659
withania,19.3587951535548
plant,17.714675163189
xholi,17.2935034877354
chrysanthemi,16.9697847310978
recombinant,16.7489869138669
ggc,16.1699216513013
kotzia,15.7017434530473
purification,14.5857237189743
labrou,14.3320527297585
pcr,13.8070901120647
activity,13.7743727555413
carotovora,13.6811435397677
ph,13.0526373147336
glutaminase,13.050712126321
cloning,12.573695405383
amplicon,12.1014294247096
lymphoblastic,12.0478100977507
duval,11.4741240477014
leukemia,11.4291580215253
plasmid,11.2023161620329
hindiii,10.9743691012682
km,10.912046667007
ctt,10.4462745715707
purified,10.3093192547974
cloned,10.0736236947961
bacterial,10.0341041643739
sardar,9.2410134697427
wa,9.07482954759097
protein,9.01232557426442
tca,8.9695553000919
plants,8.89773656518425
bl21,8.77861435038174
de3,8.72144428671906
sieciechowicz,8.64675174386772
multicolumn,8.64675174386772
carpenter,8.57759569856277
primers,8.48613010633623
iptg,8.45009002647587
narta,8.29456922575636
aspartase,8.29456922575636
enzymes,8.10484356648042
parmar,7.67984363511277
wriston,7.55861565516717
rna,7.5568790028472
sodek,7.4426317612118
grafit,7.34032671631704
reverse,7.26965663328779
erithacus,7.24881173519568
gene,7.22670052640547
digested,7.21156935677228
dunal,7.16602636487923
karolina,6.95655566383921
transform,6.85939935342667
optimum,6.81087756845696
nickel,6.7943131718924
vidyanagar,6.69130453329003
subramanian,6.55996591433236
vallabh,6.5253560631605
ampicillin,6.37003981614027
cells,6.33431704961731
hawkins,6.22989348663006
taq,6.2188676088749
buffer,6.17742907208715
bruneau,6.06668252114269
escherichia,5.98273433303766
amplified,5.94062660010494
genei,5.80025999599411
seeds,5.79467684496184
tri,5.7680863562072
transcriptase,5.75306425578325
gilbert,5.74795490238939
1989,5.69726836116019
patel,5.65314130535917
biotechnol,5.5424292195357
neb,5.4535575526148
howard,5.4525719952214
kozak,5.42118403042825
biol,5.41588867556314
tta,5.41065555044354
kristiansen,5.40025316307192
herbarium,5.35003172190586
sambrook,5.18196422422179
microorganisms,5.17539804084072
sequencer,5.17395873931444
gujarat,5.14265484822885
vector,5.07428548685163
acute,4.990327501114
ttc,4.91417706569933
dntp,4.82443652638777
xylanase,371.594332027401
bajaj,105.14878810433
ma28,103.761020926413
xylan,85.387638516426
xylanases,70.847769934694
production,65.5008154001268
fumigatus,63.1026223322922
enzyme,61.1793541374875
ph,57.1052882519595
niveus,51.3822870142193
activity,42.3434421744416
sydowii,42.3088007893562
bran,40.2732992246884
sudan,39.5051172821245
sbs,35.3037577158973
rs2,34.6162915549278
aspergillus,34.2189510578602
fungal,31.5985343182601
wheat,29.7653343933154
fermentation,28.1924398631115
penicillium,27.8024544004876
nair,26.1236124703412
naidu,25.8859605653248
alkalitolerant,24.573237607037
murthy,21.4547095738372
biotechnol,20.7841095732589
vmax,20.4497600468134
bakri,20.3637416773174
assayed,20.2246330937901
xylanolytic,19.4651677553174
maalej,19.231273086071
sulphate,18.9767882149755
pulp,18.5524359852098
singh,18.42048210092
antoine,17.6589877813335
meal,17.5961938477342
rice,17.4302121082727
ammonium,17.3121892392009
shuvaeva,17.2935034877354
agar,17.0847865590073
fpase,16.5109328643196
soybean,16.4356084439722
cmcase,16.2209731294312
sources,16.153877353328
substrate,15.8921097892002
sp,15.8802960754835
purification,15.7077024665877
showed,15.5374380467942
sharma,15.4906396184303
nitrogen,15.4539798208789
assay,15.3547607693734
husk,15.3405168341528
sysoeva,14.8852635224236
pda,14.6382866206815
canescens,14.4976234703914
cellulose,14.2884496554045
straw,13.8506131328455
precipitation,13.8407184393072
spelt,13.7932584341686
substrates,13.2642662343848
carboxymethyl,13.2106731727914
zymogram,13.1279327471025
maximum,12.9283043408797
khanum,12.7721684137554
jammu,12.51915968196
ruckmanl,12.4418538386345
microsporus,12.4418538386345
isolates,12.3822069835103
buffer,12.3548581441743
optimum,11.9190357447997
stability,11.9078045770207
kuhad,11.88477341529
enzymes,11.5783479521149
solani,11.5680484310995
carbon,11.2650442017878
alkaline,11.2023161620329
purified,11.1684291926972
oat,11.0206965914675
fungi,10.9878856045276
shaking,10.8769851703635
rpm,10.7738070255744
bleaching,10.7000634438117
cellulase,10.4462745715707
buffers,10.2003732161516
gupta,10.1913586885237
optima,10.1380030246338
residual,10.1027283645851
congo,10.0687835917999
bk,10.0151959803354
organism,9.9693791183796
thermostable,9.93810712478642
corncob,9.90655971859177
isolate,9.87735210396257
effect,9.79517416883356
gel,9.74389915126004
km,9.69959703733953
genbank,9.69780252976715
fennell,9.67939757677742
alkaliphilic,9.62829755888107
2010,9.46402267787317
sbp,166.682932744619
arfa,148.826797421986
lime,117.72658520889
mana,101.818708386587
xyna,100.475528776359
pretreatment,76.4754781207796
trs,67.8791389243914
cellulovorans,56.7235939448035
beet,55.102469961944
synergy,46.2429730516008
enzyme,35.4196260795981
pulp,34.7858174722683
sugar,34.3938064463832
hydrolysis,33.9790307984847
hemicellulases,32.6267803158025
mannan,30.8033782324757
beukes,30.7700369377136
arabinan,30.2344626206687
kosugi,28.1973975638721
hemicellulose,28.1149251095499
sugars,24.3734376069286
hemicellulase,22.9738823074295
xylan,22.7700369377136
enzymes,21.9988611090183
loading,20.8218088522472
degradation,19.886876437165
activity,18.8759922946306
enzymatic,18.061975205334
lignin,17.9196351485965
mannanase,17.391389159598
lignocellulose,17.2573070435499
synergistic,17.0480484381373
substrate,17.0272604884287
bagasse,16.6758469655015
micard,16.5891384515127
technol,14.9150609765336
pletschke,14.6806534326341
substrates,14.5906928578233
pretreated,14.5458071489116
fibres,14.545042428838
biomass,14.4598810794527
reducing,14.3724143527097
clostridium,13.7884200400145
sugarcane,13.4495370817714
biofuel,13.3750793047646
arabinases,12.4418538386345
arabinofuranosidase,12.0670376288096
protein,12.0164340990192
bioresour,11.5006170615007
wyman,11.3280567123984
optimal,11.2886153005139
cellulases,11.2194477282239
cellulosome,11.0104900744756
dns,10.9973784168246
holtzapple,10.7490395473189
highest,10.5081037379922
curvature,10.4016891162378
utilised,10.2100954411669
cellulose,10.2060354681461
zeeman,10.1074000874836
conditions,10.1018661726549
factorial,9.78171568121869
tamaru,9.48602360909666
rhodes,9.15178453499725
concentration,8.96701240499263
koukiekolo,8.64675174386772
deaville,8.64675174386772
combinations,8.64340098324853
temperature,8.62028930046392
hendricks,8.51722809776123
time,8.46569763562857
biotechnol,8.31364382930355
turquois,8.29456922575636
slake,8.29456922575636
arabinase,8.29456922575636
enzym,8.2655224436006
axes,8.20841239964649
xylanase,8.19693379472209
displayed,8.18372867158536
arabinose,8.06972224906282
optimised,8.05465984493767
fortman,8.04469175253976
2002a,7.99609342583025
2002b,7.99609342583025
merino,7.96776875713172
optimisation,7.87321760279353
cellulosomal,7.85087172652365
cherry,7.71398227234327
enge,7.6925092344284
grahamstown,7.6925092344284
mannanases,7.55861565516717
varnai,7.4426317612118
assays,7.3546292583567
kaar,7.34032671631704
sem,7.23867967464846
africa,7.16503502274023
effect,7.07429245526868
spagnuolo,6.95655566383921
low,6.81275582972618
vaccari,6.73826672498907
hydroxyapatite,541.058752727997
ciprofloxacin,122.353925879471
drug,119.997788817296
zinc,91.9238435139674
release,64.4146311982522
delivery,55.0583088910946
nanoparticles,47.1835650128153
loading,43.0317382946442
concentration,39.1287814036042
xrd,32.7768411406967
aureus,30.0070881014669
zn,28.4009849896984
mater,25.4332281738484
pure,24.466985840102
bone,22.7761234936188
staphylococcus,22.1986668224315
controlled,21.195528031573
pseudomonas,20.6469346568256
aeruginosa,20.3669490257893
percentage,19.9387519027627
tem,19.8462484892342
loaded,19.8047199384906
edx,19.7525586410622
antimicrobial,18.7913192501048
incorporation,17.928865189234
antibacterial,17.6014794745384
slosarczyk,17.2935034877354
cpx,17.2415730427108
samples,15.806064237701
crystallinity,15.7604570523942
increases,15.5435621318218
released,14.7322872183413
chouhan,14.6806534326341
phosphate,14.6492481336875
xrf,14.1808984862009
zone,14.13158361961
borm,14.041850061164
carrier,13.4519535499645
hap,13.050712126321
murugan,12.9751104495632
raman,12.780286555068
biomaterials,12.6851281955823
increase,12.2195748105429
carbonate,12.2144123097875
stoichiometry,12.1867188034643
amount,12.0660234118429
ca,11.9696912217853
methacrylate,11.739720317123
doped,11.5006170615007
vibrations,11.2759500509385
activity,11.2235629859966
ginebra,11.0104900744756
inhibition,10.8483785014771
stanic,10.7490395473189
ftir,10.6373810976231
calcium,10.6307101410829
optimized,10.6009322680813
crystalline,10.3731070215609
panyam,10.2608576548258
osteomyelitis,10.1808984862009
particles,10.0819775935072
nm,9.97683533963014
osteoblastic,9.92556426937499
labhasetwar,9.90655971859177
vitro,9.47438053303084
ratios,8.94363269095096
carbonates,8.85692402898637
antibiotics,8.66740163744793
pataquiva,8.64675174386772
russoni,8.64675174386772
ochekpe,8.64675174386772
szycher,8.64675174386772
venkatasubbu,8.64675174386772
bajpal,8.64675174386772
time,8.46569763562857
drugs,8.45386895682972
vojislav,8.29456922575636
mycek,8.29456922575636
given,8.27587256399761
constant,8.22687088041923
lattice,8.17743056639737
jong,8.16029857292125
sci,8.12196794755532
jallot,8.04469175253976
panduranga,8.04469175253976
pattern,8.0288328611394
stirring,7.82009794744078
agglomeration,7.74903954731885
becomes,7.7288778935019
somberg,7.6925092344284
devanand,7.6925092344284
90,7.67616578844526
ramakrishna,7.64657671861594
antibiotic,7.60130158521917
stretching,7.53617271241439
analyzed,7.51492425977447
infections,7.51338348889667
wt,7.48650534616518
fwhm,7.48221629730851
it,7.42044049993513
microbial,269.474665664382
soil,254.263570074094
hydrocarbons,191.852787231649
bioremediation,171.768437825363
alkane,151.63182732385
hydroxylases,146.879936758187
oil,130.260488496476
hydrocarbon,128.919317252287
plfa,107.829399934833
microbiol,96.7391956227006
dioxygenases,94.0816441507009
diversity,89.8373425699693
bacteria,86.8066070258475
community,86.1185928365431
philp,82.5175118753329
alkanes,76.7600082512152
chikere,76.4245716491277
crude,70.1623511251701
biodegradation,69.6362943053206
maila,69.1740139509418
elsas,67.8791389243914
okpokwasili,66.732409675451
16s,63.5516607249797
hamamura,61.5400738754272
environ,59.7243228400088
genes,58.6067538529457
soils,58.5531464827258
communities,56.5984118867298
microorganisms,55.2042457689676
bacterial,55.1875729040566
odokuma,53.9146999674163
hamme,53.1783693232533
contaminated,51.126256244459
degradation,49.7171910929125
dioxygenase,48.0185052351991
fatty,46.098733493649
colwell,45.1506896237464
leahy,44.0131468135399
macnaughton,43.1797944958801
atlas,43.0254845940724
petroleum,42.4803215565624
phenanthrene,41.0789370259706
rrna,39.5500283721346
rosenberg,39.3470002948148
margesin,37.7930782758359
bartha,37.6231447343611
microbiology,37.0273625633181
smalla,35.8301318243962
degraders,35.6861408847486
magot,35.3289227693564
metagenomic,34.3317344884189
quatrini,33.1782769030254
catechol,32.7213453156888
